Job Title,Company,Job Link,Extracted Text,index
Quantity Surveyor Three Sinha Industries (Pvt) Ltd,Three Sinha Industries (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228425&pg=index.jsp,"The job vacancy requires a candidate with a NCT QS or equivalent qualification, a minimum of 5 years' experience in the steel and cylinder building construction industry, and computer literacy in Microsoft Office, AutoCAD, and other related software. The candidate should be below 40 years of age and have the ability to work well under pressure with minimum supervision. The responsibilities include working on steel and cylinder building construction projects, utilizing software for design and analysis, and meeting project deadlines.",241
IT Assistant (Male)Oxford College of Business (Pvt) Ltd,Oxford College of Business (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228417&pg=index.jsp,"The job vacancy is for an IT Assistant (Male) at Oxford College of Business (Pvt) Ltd. The candidate must have passed S.C.L Advanced Level and have a technical qualification in computer hardware from a recognized institute. They should be able to provide fast and useful technical assistance on computer systems, laptops, and PCs, have previous experience in the relevant field, good communication skills in English, and be friendly, punctual, and energetic with a CAN DO attitude. Working on Saturdays and Sundays is compulsory. The successful candidate will be offered a competitive remuneration package based on qualifications and experience. To apply, interested individuals should forward their resume with two referees to the provided email address within 10 days, mentioning the designation they are applying for in the subject line.",242
IT ExecutiveThotupola Lakeside Hotel,Thotupola Lakeside Hotel,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228413&pg=index.jsp,"The job requires a candidate who is able to effectively manage operations and staff at the Thotupoby Lakeude Hotel in Piryandals. Key responsibilities include overseeing the day-to-day operations, managing staff, ensuring customer satisfaction, and maintaining a high level of quality and cleanliness. The ideal candidate should have strong leadership skills, excellent communication abilities, and a thorough understanding of hotel operations. Experience in the hospitality industry and a proven track record of success are preferred.",243
Administrative OfficerKorea Lanka School of Hospitality and Hotel Management,Korea Lanka School of Hospitality and Hotel Management,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228408&pg=index.jsp,"The Administrative Officer vacancy at KUSHHM requires strong organizational skills, attention to detail, and the ability to manage multiple tasks efficiently. Responsibilities include data entry, scheduling appointments, managing office supplies, and providing administrative support to staff members. Strong communication skills and proficiency in basic computer programs are also essential for this role.",244
Hotel VacanciesCompany name withheld,Company name withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228404&pg=index.jsp,"The job vacancy requires a candidate who is proficient in communication skills and has experience in office administration. Responsibilities include managing office tasks, coordinating with team members, and providing administrative support. The ideal candidate should be organized, detail-oriented, and able to work independently. Prior experience in a similar role is preferred.",245
Customer Support Specialists - FemaleKloudIP (Pvt) Ltd,KloudIP (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228398&pg=index.jsp,"The job vacancy is for an experienced Customer Support Specialist to provide support to customers. Candidates must have a degree from a college and be proficient in communication. Requirements include experience in customer service, familiarity with sales and marketing, and proficiency in computer skills. Responsibilities include handling customer inquiries, resolving issues, and providing timely and effective support. Applicants must have a certification in sales or marketing and at least 2 years of experience in a similar role. Interested candidates can apply by sending their resume to the provided email address.",246
Accounts Assistant DSD Pharmaceuticals (Pvt) Limited,DSD Pharmaceuticals (Pvt) Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228376&pg=index.jsp,"The job vacancy is for an Accounts Assistant, requiring a female candidate below the age of 30. The candidate should have qualifications such as OL, A/L, AAT, and be computer and email literate. Familiarity with QuickBooks is an added qualification. The candidate should have a minimum of 6 months of experience in an audit firm or trading company. Proximity to Panadura is preferred. The responsibilities include assisting with accounts-related tasks and supporting the finance team.",247
Customer Care Coordinator - Male / FemaleRainbow Manpower Agency,Rainbow Manpower Agency,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228365&pg=index.jsp,"The job vacancy is for a Customer Care Coordinator, open to both male and female candidates above the age of 20. The role involves handling hotlines and call center duties, with proficiency in English being an added advantage. The position offers attractive salary packages and accommodation for rural area candidates. Interested applicants can email their CV to rainbowagency2312a@gmail.com or WhatsApp it to 0770 137803.",248
Senior Legal OfficerAtman Group (Pvt) Ltd,Atman Group (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228360&pg=index.jsp,"The Senior Legal Officer position requires a candidate with an LLB degree and at least five years of experience in corporate law. Responsibilities include handling legal matters for the company, ensuring compliance with regulations, and providing legal support to various departments. The Business Analyst role involves analyzing business processes, identifying areas for improvement, and working with stakeholders to implement solutions. The Financial Analyst position requires strong analytical skills, financial reporting expertise, and the ability to interpret data to make informed recommendations. Applicants must submit their CV in PDF format with the position applied for.",249
Teachers Vacancies (English Medium)JMC Jayasekera Management,JMC Jayasekera Management,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228354&pg=index.jsp,"The school in Ratnapura is seeking teachers for grades 6 to 11 in the subjects of Science, IT, and English Literature. Graduates or Diploma holders who are fluent in English are encouraged to apply by submitting their CVs.",250
Field Sales ExecutiveAsian Group of Companies (Pvt) Ltd,Asian Group of Companies (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228342&pg=index.jsp,"The job vacancy is for a Field Sales Executive in the Asian Group of Companies. The key duties and responsibilities include planning effective sales targeting approaches, conducting market research, building business relationships, monitoring customer registrations, ensuring credit control, identifying potential customers for business development, and analyzing sales reports. The requirements for the position include a minimum of O/L and A/L qualifications, 2 years of field sales experience, excellent communication and interpersonal skills, experience in the hardware industry (an added advantage), a valid driving license, and willingness to travel. The successful candidate will be offered a competitive remuneration package based on qualifications and work experience.",251
Junior Executive/Executive-OperationsUB Finance PLC,UB Finance PLC,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228336&pg=index.jsp,"The job vacancy is for a Junior Executive/Executive-Operations at a financial institution. The responsibilities include coordination and follow-up of approved credit files, verification and completion of security documents related to lending activities, handling investment-related documentation, entering lending and investment transactions into the system, and preparation of management information. The requirements include being below 30 years of age, having a minimum of one year experience in a related capacity, having exposure and working knowledge in MS Office applications, and the ability to work with minimum supervision. Interested candidates can send their CV to careers@ubf.lk with the subject line mentioned as ""ubf.tk"".",252
Senior Executive - ProjectsRoche Group,Roche Group,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228332&pg=index.jsp,"The job vacancy is for a Senior Executive in Projects, responsible for exploring new business opportunities, meeting customer specifications, executing projects on time, managing key accounts, attending to customer complaints, and coordinating recoveries. The candidate should have a professional qualification in CIM/SLIM, 2-3 years of experience in Project Sales, good PR and interpersonal skills, fluency in English, and willingness to travel and work under pressure to meet deadlines.",253
Vacancies In Social Media MarketingColombo Institute of Research & Psychology (CIRP),Colombo Institute of Research & Psychology (CIRP),https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228324&pg=index.jsp,"The job vacancy is for a Graphic Designers & Editors position. The job requirements include proficiency in graphic design software, creativity in designing graphics, and attention to detail in editing. Responsibilities include creating visually appealing designs and editing content as needed. Interested candidates can forward their CV to the provided email address for consideration.",254
Data Engineer Datamtx Labs,Datamtx Labs,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228312&pg=index.jsp,"The job vacancy is for a Data Engineer at The Reipomumpaitinn. The job requirements include experience with data analysis, database management, and programming languages. Responsibilities include developing, maintaining, and optimizing databases, as well as collaborating with other teams to ensure data accuracy and efficiency. Applicants should also have strong problem-solving skills and the ability to work independently.",255
IT ManagerBen Holdings (Pvt) Ltd,Ben Holdings (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228300&pg=index.jsp,"The job vacancy is for an IT Manager who will be responsible for overseeing and managing IT infrastructure, leading a team of IT professionals, collaborating with other departments to implement technology solutions, troubleshooting technical issues, staying updated on technological trends, and managing automation systems and storage solutions. The job requires a Bachelor's degree in Information Technology or related field, at least 5 years of IT management experience, strong knowledge of automation and broadcast technologies, network administration experience, problem-solving skills, leadership qualities, and strong communication skills. Knowledge in AR, VR, and XR technology is also preferred. Applicants should send their CV with referees to careers@ebc.lk within 14 days.",256
Senior  Technical Executive / Technical Executive / Technical OfficerBen Holdings (Pvt) Ltd,Ben Holdings (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228296&pg=index.jsp,"The company BEN HOLDINGS is currently hiring for three key positions in their tech department: Senior Technical Executive, Technical Executive, and Technical Officer. The Senior Technical Executive should have experience in maintaining and repairing electrical systems, while the Technical Executive should have good communication skills and experience in preparing technical documents. The Technical Officer should have experience in facility management and repairs of transmission systems. Interested candidates can apply by sending their CV within 14 days to careers@ebc.lk.",257
Field Research Assistant for Monitoring and Evaluation SupportThe Market Development Facility (MDF),The Market Development Facility (MDF),https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228286&pg=index.jsp,"The job vacancy is for a Field Research Assistant for Monitoring and Evaluation Support in North Central Lana. The responsibilities include conducting field research, data collection, and analysis. The key requirements for the job include previous experience in research, strong analytical skills, and the ability to work independently. The duration of the position is up to 3 months with the possibility of extension.",258
Project ManagerChildFund,ChildFund,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228278&pg=index.jsp,"The job vacancy is for the position of Project Manager at ChildFund. The responsibilities include managing grants, implementation, and supervision in Sri Lanka. The job requirements include experience in project management, community development, and working with local stakeholders. The candidate should have strong communication and leadership skills. The deadline for application is 38,7527. Only shortlisted candidates will be contacted.",259
HR Manager & HR ExecutiveWishque (Pvt) Ltd,Wishque (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228270&pg=index.jsp,"The job vacancy is for HR Manager and HR Executive positions. The responsibilities include managing and executing HR functions, coordinating with various departments, and ensuring compliance with company policies. The requirements include experience in HR management, strong communication skills, knowledge of labor laws, and proficiency in Microsoft Office. Interested candidates can apply by sending their resume to the provided email address.",260
Quality Assurance ManagerRiococo Lanka (Pvt) Ltd,Riococo Lanka (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228263&pg=index.jsp,"The job vacancy requires a candidate with a degree in Quality Assurance, Management, Microbiology, or a similar discipline, along with 5 years of work experience in quality management of fiber-based agricultural raw materials. The candidate must be an ISO Auditor with experience in handling standards like GMP and ISO 14001, 9001. They should also have experience in laboratory handling and data analysis, exposure to new product development and R&D work, and strong leadership and time management skills.",261
Assistant Manager - Marketing ​Durdans Hospital,​Durdans Hospital,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228258&pg=index.jsp,"The job vacancy is for a Marketing Executive at a healthcare industry. The requirements include a diploma/degree in a related field, minimum of 5 years' experience in a similar capacity, previous experience in the healthcare industry is an advantage, excellent verbal and written communication skills in English and Tamil, and computer literacy. Responsibilities include drafting and executing marketing plans for medical specialties, managing digital platforms, coordinating marketing activities, handling marketing expenses, creating communication materials, and participating in promotional events and exhibitions.",262
Medical Representative - Male PTC Medical (Pvt) Ltd,PTC Medical (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228250&pg=index.jsp,"The job vacancy is for a Medical Representative (Male) at P.T.C Medical (Pvt) Ltd. The job requirements include a Bachelor's degree in a related field, at least four years of sales experience, strong communication skills, and the ability to build and maintain relationships with healthcare professionals. Responsibilities include promoting and selling medical products, meeting sales targets, and providing information and support to healthcare professionals. Contact details are not provided in the text.",263
Accountant (Male)Ovin Gases (Pvt) Ltd,Ovin Gases (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228237&pg=index.jsp,"The job vacancy is for the position of Accountant (Male) at a company in Panagoda. The job requires a degree in Accounting or a related field, proficiency in software such as RRP, and experience in auditing and tax planning. The responsibilities include financial analysis, budgeting, and presenting financial reports. Excellent negotiation and communication skills are also required. Interested candidates should have at least 4 years of relevant experience and provide references.",264
Team Leader /Associate -  Accounting & TaxationVentura BPO (Pvt) Ltd,Ventura BPO (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228233&pg=index.jsp,"The job vacancy is for a Team Leader/Associate in Accounting & Taxation at Ventura BPO. The ideal candidate should be a graduate or pursuing a qualification in AAT, ICAS, CIMA, or ACCA, with at least 2-5 years of experience in BPO. Strong computer literacy and communication skills are required. Experience with accounting software is preferred. The candidate should also possess good people management skills and be between the ages of 40-50. Responsibilities include leading a team, handling accounting and taxation tasks, and ensuring compliance with best practices. If interested, applicants can send their resume to info@venturabpo.com.",265
Teachers VacanciesSteiner College,Steiner College,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228228&pg=index.jsp,"The job vacancies include positions for primary and secondary teachers in Mathematics, Music, Science (Biology/Physics), ICT, Business Studies & Economics, Head Teacher, Office Administrator, ACCA qualified Psychologists, and Shadow Teachers. Responsibilities include teaching various subjects, overseeing school operations, managing finances, and providing support for students with special needs. Interested candidates can send their CV to steinervacancies@gmail.com. For more information, visit www.steiner.tk.",266
Accounts ExecutiveCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228218&pg=index.jsp,"The job vacancy is for an Accounts Executive at a trading company in Battaramulla. Responsibilities include daily accounting and finance duties, submission of returns, maintaining creditors/vendors outstanding, handling customer collections, and coordinating with banks and suppliers. Requirements include being between 24-35 years old, having a part qualification in CIMA ACCA CA Sri Lanka, 2 years post-qualification experience in MAAT grade, knowledge in accounting packages like SAGE, Acepac, Tally, Peachtree, and Quick Book, and at least one year of experience. Previous experience in the construction sector is an advantage. Salary is based on qualification and experience. Applicants should submit their resume with contact details of two referees within 14 days.",267
Pattern Technologist Crystal Martin Ceylon (Private) Limited,Crystal Martin Ceylon (Private) Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228214&pg=index.jsp,"The job vacancy is for a dynamic individual with a passion for pursuing a career in the Product Development Department. Responsibilities include developing patterns to meet customer requirements, providing patterns and details to makers for consumption, directing information to development teams, and addressing pattern concerns. The individual should have good interpersonal and communication skills, the ability to work independently, and a Diploma in pattern making from a recognized institution.",268
Garment TechnologistCrystal Martin Ceylon (Private) Limited,Crystal Martin Ceylon (Private) Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228210&pg=index.jsp,"The job vacancy requires a candidate to ensure deadlines are met, manage technical aspects to fix issues, oversee manufacturing units, control quality of samples, handle the technical process from pattern making to sewing techniques, liaise with regional and overseas officers, conduct meetings with customers, have strong English communication skills, work long hours under high pressure, and be willing to travel locally when required. Resumes must be submitted within 7 days of the advertisement.",269
Sales ExecutiveN S Residencies (Pvt) Ltd,N S Residencies (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228204&pg=index.jsp,"We are looking for a Sales Executive with a minimum of one year of sales experience, a Bachelor's Degree in Sales/Marketing, and preferably experience in the Real Estate industry. The candidate should have excellent communication skills in English and Sinhala, be under 35 years of age, and able to work on weekends. Responsibilities include professional sales qualification, proven experience in sales and customer service, and dedication to achieving results.",270
Recruitment ConsultantPeople Connect (Pvt) Ltd,People Connect (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228196&pg=index.jsp,"The job vacancy requires a candidate with a strong background in recruitment, excellent communication skills, critical thinking abilities, and time management skills. The candidate must have knowledge of candidate selection techniques and be able to handle multiple tasks efficiently. The responsibilities include conducting interviews, managing recruitment processes, and coordinating with different departments for hiring needs. A minimum of 5 years of experience in HR or recruitment is preferred, along with a degree in a relevant field. Familiarity with English and Spanish languages is a plus.",271
Full Stack Web DeveloperMedfuture,Medfuture,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228179&pg=index.jsp,"The job vacancy is for a Full Stack Web Developer. The responsibilities include developing and maintaining web applications, collaborating with team members, and ensuring high performance and responsiveness of applications. The job requirements include proficiency in frontend and backend technologies, experience with database management, and strong problem-solving skills. Additional responsibilities may include developing API integrations, conducting code reviews, and staying updated on industry trends.",272
Executive / Senior Executive - Marketing Hilburn International College,Hilburn International College,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228173&pg=index.jsp,"The job vacancies at Hilburn International College include positions for Executive and Senior Executive roles in the Head Office. The minimum requirements for these positions include a degree and 1-2 years of experience in marketing, as well as proficiency in digital marketing tools and strategies. Responsibilities for these roles include developing and executing marketing plans, brand development, and strategic thinking. Good communication skills, both verbal and written, are also essential for these positions. Applicants must be able to work well under pressure and meet deadlines.",273
Shipping ExecutiveStarlight Shipping (Pvt) Ltd,Starlight Shipping (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228165&pg=index.jsp,"Job Vacancy: Join our team as a Crew Coordinator at Starlight Shipping. Responsibilities include preparing documents for clearance of ships, signing on/off ship crew, coordinating with various departments at Sri Lanka Ports Authority, obtaining necessary passes and clearances, and holding a valid riding license and CH pass. Fluency in English is required. Contact us at $942 424390 for more information.",274
Site Engineer / Project Manager Eclat Engineering (Pvt) Ltd,Eclat Engineering (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228160&pg=index.jsp,"Site Engineer and Project Manager positions available at Eclat Engineering Pvt Ltd. Candidates must have a BSC/NCT/NOT or equivalent qualification with at least 5 years of experience, strong on-site experience in building construction projects. Interested candidates can send their CV to info@eclateng.|Ik.",275
Sales RepresentativeDumbara Natural Foods (Pvt) Ltd,Dumbara Natural Foods (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228146&pg=index.jsp,"The company is looking for a Sales Representative with previous experience in sales, preferably in the modern trade sector. The candidate must have excellent communication and negotiation skills, as well as a proven track record of meeting and exceeding sales targets. Responsibilities include developing and maintaining strong relationships with medium to large retail customers, identifying new business opportunities, and providing exceptional customer service and support. The company offers a competitive salary, attractive commission structure, supportive work environment, and benefits such as a vehicle allowance and fuel allowance.",276
HR ExecutiveSpa Ceylon,Spa Ceylon,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228130&pg=index.jsp,"The job vacancy is for a HR Assistant at Spa Ceylon, requiring a minimum of one year experience in HR and a Human Resource diploma. The ideal candidate should have experience in HR functions and be able to work with minimum supervision. They should have a pleasant personality, positive attitude, excellent communication skills, and strong literacy and analytical skills. The remuneration package will be based on qualifications.",277
Bike Riders Noon Lanka (Pvt) Ltd,Noon Lanka (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228123&pg=index.jsp,"The job vacancy is for bike riders with a monthly salary ranging from AED 2,000 to 4,000. Candidates must be between 21-35 years old and have experience in bike riding. The responsibilities include delivering goods and services to various locations. Applicants from Sri Lanka are preferred for this position.",278
Human Resource Executive Indoscan (Pvt) Ltd,Indoscan (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228117&pg=index.jsp,"The job vacancy is for a Human Resource Executive position at a Pharmaceutical Company. The responsibilities include managing personnel files, assisting in recruitment and performance evaluation, handling legal inquiries, preparing reports, and designing HRIS systems. The professional requirements include excellent communication skills, a qualification in HR Management, at least one year of relevant experience, proficiency in computer knowledge, and knowledge of labor laws. Interested applicants can forward their applications to info@indoscan.lk.",279
Accounts Executive Subway,Subway,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228107&pg=index.jsp,"Job Vacancy: Account Executive at International Lifestyle Brands Co (Pvt) Ltd. Responsibilities include maintaining accounting activities, preparing financial reports, liaising with auditors, optimizing cash/bank funds, and supply chain activities. Requirements include a Bachelor's degree in Finance or partially qualified in CIMA/ICASL, prior experience in QSR business, minimum 1 year experience in a similar capacity, proficiency in MS Excel, Word, and PowerPoint, and excellent communication skills in English and Sinhala. Enthusiastic, self-driven candidates who can perform under minimum supervision are encouraged to apply. Contact for application: gayathrirajkumar262@gmail.com / subwayo! Card tad",280
IT Assistant Tasma International Travels (Pvt) Ltd,Tasma International Travels (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228100&pg=index.jsp,"The job vacancy is for an IT Assistant at Casa Tasma Group. The requirements include a Diploma or Bachelor's degree in Information Technology, or 2 years of relevant work experience. Responsibilities include IT repairs and maintenance, assisting the Group IT Manager, managing IT staff, designing and implementing systems, ensuring data security, and monitoring CCTV and vehicle GPS systems. Applicants can send their CV and resume to the provided email addresses.",281
Operations ManagerWatchGuard Security and Investigation,WatchGuard Security and Investigation,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227073&pg=index.jsp,"The job vacancy is for an Operations Manager at a company, requiring experience in managing a team, developing company strategies, and overseeing day-to-day operations. Responsibilities include ensuring operational efficiency, implementing company policies, and supervising staff. Candidates must have strong leadership skills, be detail-oriented, and have the ability to make strategic decisions to drive the company's success.",282
Digital Marketing CopywriterWireApps Ltd,WireApps Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001225457&pg=index.jsp,"The job vacancy is for a Digital Marketing Assistant at WireApps. The job requirements include a minimum of 3 years experience in digital marketing, proficiency in social media platforms, and a strong understanding of marketing analytics. Responsibilities include managing social media accounts, creating digital marketing campaigns, and analyzing performance metrics. Contact for application: careers@wireapps.co.uk.",283
Lectures -  Mechanical EngineerBritish Institute of Engineering and Technology (Pvt) Ltd,British Institute of Engineering and Technology (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228048&pg=index.jsp,"The job vacancy is for Lecturers in Mechanical Engineering, both full-time and part-time positions available. Qualifications include a Master's/Degree in a relevant field, good presentation and communication skills, and prior experience in lecturing. Responsibilities include covering subjects such as Mechanics of Materials, Thermodynamics, Control Engineering, and Fluid Dynamics. Additional responsibilities include teaching Engineering Mathematics, Materials & Structures for Special Applications, and Lean Manufacturing Technology.",284
Hotel VacanciesMaRadha Hotel,MaRadha Hotel,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228043&pg=index.jsp,"The company in Colombo is currently hiring for various positions including Sales Executive, Spa Doctor, Senior Chef De Partie, Spa Therapists, and Yoga Instructor. The job requirements and responsibilities for these positions are not specified in the text. Interested applicants can submit their CV to hr@maradha.lk and mention the applying position in the subject line.",285
Trainee Sales Assistant - Male/Female ACL Cables PLC,ACL Cables PLC,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228038&pg=index.jsp,"The Trainee Sales Assistant position requires someone with good oral and written communication skills, computer literacy, and the ability to work under minimal supervision. Responsibilities include making quotations, preparing invoices, coordinating with customers and field staff, and analyzing data. Applicants should have passed GCE AVL and have qualifications in sales & marketing, with an age below 25 years.",286
Intern - Trade MarketingDCSL Breweries Lanka Ltd,DCSL Breweries Lanka Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228033&pg=index.jsp,"The job vacancy is for an intern position in Trade Marketing at DCSL Breweries Lanka Limited. The responsibilities include assisting in marketing activities, creating specific marketing plans, and ensuring brand visibility. The ideal candidate should have strong communication skills, be detail-oriented, and have a passion for marketing.",287
Media CoordinatorGlobal Mesh Solutions Pvt Ltd,Global Mesh Solutions Pvt Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228021&pg=index.jsp,The job vacancy is for a Media Coordinator (female) at Global Mesh Solutions Pvt Ltd. The responsibilities include maintaining all social media platforms and creating posts. Interested candidates can send their CV to info@globalmeshsolutions.com.,288
ManagerKiwi fund,Kiwi fund,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228016&pg=index.jsp,"The job vacancy is for a Project Manager position. The job requirements include having a Bachelor's degree, relevant experience in project management, strong communication skills, and the ability to work well in a team. Responsibilities include overseeing project timelines, coordinating with various teams, and ensuring project deliverables are met. Applicants are required to submit their CV and a cover letter via email by the deadline.",289
HR AssistantCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228012&pg=index.jsp,"The job vacancy is for an HR Assistant with responsibilities including managing employee personal files, arranging interviews, and being competent with MS Office. Qualifications include being fully or partially qualified in CCHRM and having previous work experience in a commercial sector. The ideal candidate should be below 30 years of age. If interested, candidates can send their resume to caveers348@erail.com.",290
Air Freight (Export) Customer Service ExecutiveCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228007&pg=index.jsp,"The job vacancy is for an Air Freight (Export) Customer Service Executive. The ideal candidate should have strong communication and customer service skills, be able to work independently and as part of a team, have knowledge of operations systems, and have at least 2-3 years of experience in handling air freight exports. Responsibilities include managing customer inquiries, maintaining good relationships with stakeholders, and ensuring efficient and accurate data processing. Interested candidates can send their resumes to msholdings24@gmail.com.",291
Trainee Travel ConsultantTravelpedia UK Ltd,Travelpedia UK Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228003&pg=index.jsp,"Vacancy for Trainee Travel Consultant at a renowned Travel agency in the UK. Responsibilities include understanding preferences, coordinating travel arrangements, and providing excellent customer service. Requirements include excellent communication skills, attention to detail, and a passion for travel. To apply, email your CV to info@travelpedia.uk or call Hiruni at +94 70 305 8306.",292
Program ManagerWomen and Media Collective,Women and Media Collective,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227999&pg=index.jsp,"The open position is for a Program Manager in the Gender and Political Economy domain. Deadline to apply is the 24th of June. Applicants are required to send their resume and cover letter to wmcesrilanka@womenandmedia.org. For full job description, visit womenandmedia.org.",293
